import time: self [us] | cumulative | imported package
import time:     20474 |      20474 |         pandas.core.reshape.encoding
import time:     19368 |      19368 |         pandas.core.reshape.merge
import time:     51710 |      51710 |         pandas.core.reshape.pivot
import time:     42929 |      42929 |         pandas.core.reshape.tile
import time:    825373 |     959852 |       pandas.core.reshape.api
import time:     28922 |      28922 |         pandas.api.extensions
import time:     24130 |      24130 |         pandas.api.indexers
import time:     21262 |      21262 |             pandas.core.interchange
import time:    192389 |     213651 |           pandas.core.interchange.dataframe_protocol
import time:     27145 |      27145 |             pandas.core.interchange.utils
import time:    203528 |     230672 |           pandas.core.interchange.from_dataframe
import time:    479126 |     923448 |         pandas.api.interchange
import time:     28736 |      28736 |           pandas.core.dtypes.api
import time:    189424 |     218160 |         pandas.api.types
import time:     20270 |      20270 |           pandas.core.resample
import time:     20392 |      20392 |                 pandas._libs.json
import time:     16777 |      16777 |                 pandas.io.json._normalize
import time:     26239 |      26239 |                 pandas.io.json._table_schema
import time:     23793 |      23793 |                       pandas._libs.parsers
import time:     18727 |      18727 |                         pandas.io.parsers.base_parser
import time:    277317 |     296044 |                       pandas.io.parsers.arrow_parser_wrapper
import time:     35426 |      35426 |                       pandas.io.parsers.c_parser_wrapper
import time:     33429 |      33429 |                       pandas.io.parsers.python_parser
import time:    954888 |    1343578 |                     pandas.io.parsers.readers
import time:    241081 |    1584659 |                   pandas.io.parsers
import time:    160383 |    1745041 |                 pandas.io.parsers.readers
import time:    820653 |    2629099 |               pandas.io.json._json
import time:    233246 |    2862345 |             pandas.io.json
import time:    182000 |    3044345 |           pandas.io.json._json
import time:     39024 |      39024 |           pandas.io.stata
import time:    505816 |    3609453 |         pandas.api.typing
import time:    882983 |    5687094 |       pandas.api
import time:     22221 |      22221 |             pandas._testing.contexts
import time:    216473 |     238694 |           pandas._testing._io
import time:     90905 |      90905 |           pandas._testing._warnings
import time:       255 |        255 |               cmath
import time:    212876 |     213130 |             pandas._libs.testing
import time:    183710 |     396840 |           pandas._testing.asserters
import time:     24212 |      24212 |           pandas._testing.compat
import time:    779290 |    1529939 |         pandas._testing
import time:    189780 |    1719719 |       pandas.testing
import time:     21597 |      21597 |       pandas.util._print_versions
import time:     22262 |      22262 |         pandas.io.clipboards
import time:     22074 |      22074 |             pandas.io.excel._util
import time:     19978 |      19978 |             pandas.io.excel._calamine
import time:     20805 |      20805 |             pandas.io.excel._odfreader
import time:     21599 |      21599 |             pandas.io.excel._openpyxl
import time:     17576 |      17576 |             pandas.io.excel._pyxlsb
import time:     17047 |      17047 |             pandas.io.excel._xlrd
import time:    991735 |    1110811 |           pandas.io.excel._base
import time:     26311 |      26311 |           pandas.io.excel._odswriter
import time:     17295 |      17295 |           pandas.io.excel._xlsxwriter
