import time: self [us] | cumulative | imported package
import time:     21037 |      21037 |                       scipy.io.matlab.mio
import time:     22354 |      22354 |                       scipy.io.matlab.mio5
import time:     21090 |      21090 |                       scipy.io.matlab.mio5_params
import time:     30442 |      30442 |                       scipy.io.matlab.mio4
import time:     86020 |      86020 |                       scipy.io.matlab.byteordercodes
import time:     20609 |      20609 |                       scipy.io.matlab.miobase
import time:     17633 |      17633 |                       scipy.io.matlab.mio_utils
import time:     18829 |      18829 |                       scipy.io.matlab.streams
import time:    135132 |     135132 |                       scipy.io.matlab.mio5_utils
import time:   2308195 |   46482734 |                     scipy.io.matlab
import time:     23695 |      23695 |                     scipy.io._netcdf
import time:     17167 |      17167 |                     scipy.io._fortran
import time:     28297 |      28297 |                       scipy.io._mmio
import time:    104469 |     104469 |                       threadpoolctl
import time:    783386 |     916151 |                     scipy.io._fast_matrix_market
import time:     23393 |      23393 |                     scipy.io._idl
import time:     20637 |      20637 |                         scipy.io._harwell_boeing._fortran_format_parser
import time:    562693 |     583330 |                       scipy.io._harwell_boeing.hb
import time:    296624 |     879954 |                     scipy.io._harwell_boeing
import time:     35236 |      35236 |                       scipy.io.arff._arffread
import time:     42686 |      42686 |                       scipy.io.arff.arffread
import time:    554508 |     632430 |                     scipy.io.arff
import time:     17176 |      17176 |                     scipy.io.harwell_boeing
import time:     16839 |      16839 |                     scipy.io.idl
import time:     26999 |      26999 |                     scipy.io.mmio
import time:     25643 |      25643 |                     scipy.io.netcdf
import time:     23033 |      23033 |                     scipy.io.wavfile
import time:   3156696 |   54872810 |                   scipy.io
import time:    322626 |   55195436 |                 xarray.backends.scipy_
import time:     18257 |      18257 |                   xarray.backends.chunks
import time:    193206 |     211463 |                 xarray.backends.zarr
import time:   1704746 |   60140473 |               xarray.backends
import time:     20608 |      20608 |               xarray.namedarray.daskmanager
import time:     30871 |      30871 |               xarray.structure.combine
import time:    576251 |   60768202 |             xarray.backends.api
import time:    221957 |   60990158 |           xarray.tutorial
import time:     45238 |      45238 |           xarray.ufuncs
import time:     20587 |      20587 |           xarray.backends.writers
import time:     20984 |      20984 |           xarray.coding.frequencies
import time:     26704 |      26704 |           xarray.core.extensions
import time:     40514 |      40514 |           xarray.core.parallel
import time:     22665 |      22665 |           xarray.util.print_versions
import time:   2094393 |   92183128 |         xarray
import time:     20765 |      20765 |         pypsa.descriptors
import time:   1272371 |  126029272 |       pypsa.io
import time:     16996 |      16996 |         pypsa.constants
import time:    144398 |     161393 |       pypsa.geo
import time:    732254 |  215192986 |     pypsa.clustering.spatial
import time:     24796 |      24796 |     pypsa.clustering.temporal
import time:    561055 |  332522310 |   pypsa.clustering
import time:     14682 |      14682 |       pypsa.components.descriptors
import time:     17231 |      17231 |         pypsa._options
import time:     20800 |      20800 |         pypsa.deprecations
import time:    306655 |     344686 |       pypsa.definitions.components
import time:    329127 |     688494 |     pypsa.components.abstract
import time:    513675 |     513675 |       pypsa.components.types
import time:    195257 |     708932 |     pypsa.components.components
import time:    310986 |    1708411 |   pypsa.components
import time:     17572 |      17572 |             scipy.sparse.linalg._interface
import time:     50106 |      50106 |             scipy.sparse.linalg._isolve.utils
import time:    108287 |     108287 |                   scipy.linalg._fblas
import time:      3111 |       3111 |                   scipy.linalg._cblas
import time:    592658 |     704055 |                 scipy.linalg.blas
import time:     38438 |      38438 |                   scipy.linalg._flapack
import time:      5063 |       5063 |                   scipy.linalg._clapack
import time:    497737 |     541237 |                 scipy.linalg.lapack
import time:    416308 |    1661600 |               scipy.linalg._misc
import time:     33620 |      33620 |                 scipy.linalg.cython_lapack
import time:    214116 |     247736 |               scipy.linalg._cythonized_array_utils
import time:     23811 |      23811 |                 scipy.linalg._decomp
import time:     24802 |      24802 |                 scipy.linalg._decomp_svd
import time:     31919 |      31919 |                 scipy.linalg._solve_toeplitz
import time:     29676 |      29676 |                 scipy.linalg._batched_linalg
import time:    994281 |    1104488 |               scipy.linalg._basic
import time:     23791 |      23791 |                 scipy.linalg._decomp_lu_cython
import time:    228921 |     252712 |               scipy.linalg._decomp_lu
import time:     22531 |      22531 |               scipy.linalg._decomp_ldl
import time:     22055 |      22055 |               scipy.linalg._decomp_cholesky
import time:     38856 |      38856 |               scipy.linalg._decomp_qr
import time:     29818 |      29818 |               scipy.linalg._decomp_qz
import time:     23105 |      23105 |               scipy.linalg._decomp_schur
import time:     18483 |      18483 |               scipy.linalg._decomp_polar
import time:     23444 |      23444 |                 scipy.linalg._expm_frechet
import time:     22724 |      22724 |                 scipy.linalg._matfuncs_schur_sqrtm
import time:     22678 |      22678 |                 scipy.linalg._matfuncs_expm
import time:     29162 |      29162 |                 scipy.linalg._linalg_pythran
import time:    903725 |    1001730 |               scipy.linalg._matfuncs
import time:     21006 |      21006 |               scipy.linalg._special_matrices
import time:     24945 |      24945 |               scipy.linalg._solvers
import time:     34289 |      34289 |               scipy.linalg._procrustes
import time:     35472 |      35472 |                 scipy.linalg.cython_blas
import time:    209065 |     244536 |               scipy.linalg._decomp_update
import time:     35642 |      35642 |               scipy.linalg._sketches
import time:     17909 |      17909 |               scipy.linalg._decomp_cossin
import time:     18873 |      18873 |               scipy.linalg.decomp
import time:     19552 |      19552 |               scipy.linalg.decomp_cholesky
import time:     17922 |      17922 |               scipy.linalg.decomp_lu
import time:     31478 |      31478 |               scipy.linalg.decomp_qr
import time:     17167 |      17167 |               scipy.linalg.decomp_svd
import time:     27467 |      27467 |               scipy.linalg.decomp_schur
import time:     20476 |      20476 |               scipy.linalg.basic
import time:     17571 |      17571 |               scipy.linalg.misc
import time:     19207 |      19207 |               scipy.linalg.special_matrices
import time:     22299 |      22299 |               scipy.linalg.matfuncs
import time:   5269581 |   10283023 |             scipy.linalg
import time:    590087 |   10940787 |           scipy.sparse.linalg._isolve.iterative
import time:     28431 |      28431 |           scipy.sparse.linalg._isolve.minres
import time:     20033 |      20033 |             scipy.sparse.linalg._isolve._gcrotmk
import time:    228757 |     248789 |           scipy.sparse.linalg._isolve.lgmres
import time:    104809 |     104809 |           scipy.sparse.linalg._isolve.lsqr
import time:     18295 |      18295 |           scipy.sparse.linalg._isolve.lsmr
import time:     18667 |      18667 |           scipy.sparse.linalg._isolve.tfqmr
import time:   1242455 |   12602230 |         scipy.sparse.linalg._isolve
import time:     21878 |      21878 |             scipy.sparse.linalg._dsolve._superlu
import time:     22462 |      22462 |               scikits
import time:    195898 |     218360 |             scikits.umfpack
import time:    361781 |     602018 |           scipy.sparse.linalg._dsolve.linsolve
import time:     30708 |      30708 |           scipy.sparse.linalg._dsolve._add_newdocs
import time:    435092 |    1067817 |         scipy.sparse.linalg._dsolve
import time:     26270 |      26270 |               scipy.sparse.linalg._eigen.arpack._arpacklib
import time:    217777 |     244046 |             scipy.sparse.linalg._eigen.arpack.arpack
import time:    311433 |     555478 |           scipy.sparse.linalg._eigen.arpack
import time:     28045 |      28045 |             scipy.sparse.linalg._eigen.lobpcg.lobpcg
import time:    255223 |     283267 |           scipy.sparse.linalg._eigen.lobpcg
import time:     41145 |      41145 |               scipy.sparse.linalg._propack
import time:    314824 |     355968 |             scipy.sparse.linalg._svdp
import time:    315327 |     671294 |           scipy.sparse.linalg._eigen._svds
import time:    656704 |    2166742 |         scipy.sparse.linalg._eigen
import time:     20358 |      20358 |             scipy.sparse.linalg._onenormest
import time:    265218 |     285576 |           scipy.sparse.linalg._expm_multiply
import time:    277168 |     562744 |         scipy.sparse.linalg._matfuncs
import time:     23453 |      23453 |         scipy.sparse.linalg._norm
import time:     24526 |      24526 |         scipy.sparse.linalg._funm_multiply_krylov
import time:    154537 |     154537 |         scipy.sparse.linalg._special_sparse_arrays
import time:     36942 |      36942 |         scipy.sparse.linalg.isolve
import time:     19740 |      19740 |         scipy.sparse.linalg.dsolve
import time:     17236 |      17236 |         scipy.sparse.linalg.interface
import time:     17552 |      17552 |         scipy.sparse.linalg.eigen
import time:     23167 |      23167 |         scipy.sparse.linalg.matfuncs
import time:   2206754 |   18923434 |       scipy.sparse.linalg
import time:    204979 |   19128413 |     pypsa.pf
import time:    128393 |   19256806 |   pypsa.contingency
import time:     28755 |      28755 |       pypsa.components.common
import time:     31221 |      31221 |       cloudpathlib
import time:     32150 |      32150 |       scipy.sparse.csgraph._laplacian
import time:     21061 |      21061 |           scipy.sparse.csgraph._tools
import time:    261024 |     282085 |         scipy.sparse.csgraph._validation
import time:    250268 |     532353 |       scipy.sparse.csgraph._shortest_path
import time:     27243 |      27243 |       scipy.sparse.csgraph._traversal
import time:     28363 |      28363 |       scipy.sparse.csgraph._min_spanning_tree
import time:     29738 |      29738 |       scipy.sparse.csgraph._flow
import time:     35262 |      35262 |       scipy.sparse.csgraph._matching
import time:     27458 |      27458 |       scipy.sparse.csgraph._reordering
import time:     42985 |      42985 |       pypsa.consistency
import time:     18128 |      18128 |       pypsa.graph
import time:     14792 |      14792 |                       polars._cpu_check
import time:     28793 |      28793 |                       _polars_runtime_compat
import time:     17654 |      17654 |                       _polars_runtime_64
import time:    109009 |     109009 |                         _polars_runtime_32.build_feature_flags
import time:    252067 |     361075 |                       _polars_runtime_32
import time:    285518 |     285518 |                       _polars_runtime_32._polars_runtime_32
import time:   1019506 |    1727336 |                     polars._plr
import time:     14961 |      14961 |                                         polars._utils.constants
import time:    285617 |     300577 |                                       polars._utils.convert
import time:     29382 |      29382 |                                       polars._utils.scan
import time:    257719 |     257719 |                                         polars._dependencies
import time:     17088 |      17088 |                                             polars.datatypes.classes
import time:     19679 |      19679 |                                             polars.datatypes.convert
import time:    613001 |     649768 |                                           polars.datatypes._parse
import time:     26002 |      26002 |                                           polars.datatypes.constants
import time:     20132 |      20132 |                                           polars.datatypes.constructor
import time:    810440 |    1506340 |                                         polars.datatypes
import time:     25297 |      25297 |                                         polars.datatypes.group
import time:    898518 |    2687873 |                                       polars._utils.various
import time:    704404 |    3722235 |                                     polars._utils
import time:     34086 |      34086 |                                       polars.exceptions
import time:    244371 |     278457 |                                     polars._utils.parse.expr
import time:    510949 |    4511640 |                                   polars._utils.parse
import time:     17932 |      17932 |                                   polars._utils.wrap
import time:    515937 |    5045508 |                                 polars.functions.aggregation.horizontal
import time:    176857 |     176857 |                                 polars.functions.aggregation.vertical
import time:    544733 |    5767097 |                               polars.functions.aggregation
import time:     46509 |      46509 |                                 polars._utils.unstable
import time:    355089 |     401597 |                               polars.functions.as_datatype
import time:     24415 |      24415 |                                   polars._typing
import time:     34423 |      34423 |                                   typing_extensions
import time:    618933 |     677770 |                                 polars._utils.deprecation
import time:    288945 |     966714 |                               polars.functions.business
import time:     45521 |      45521 |                               polars.functions.col
import time:     51731 |      51731 |                               polars.functions.datatype
import time:     18944 |      18944 |                               polars.functions.eager
import time:     19933 |      19933 |                               polars.functions.escape_regex
import time:     14849 |      14849 |                                       polars.expr.array
import time:     18394 |      18394 |                                       polars.expr.binary
import time:     21675 |      21675 |                                       polars.expr.categorical
import time:     72730 |      72730 |                                       polars.expr.datetime
import time:     29730 |      29730 |                                       polars.expr.list
import time:     17686 |      17686 |                                         polars._utils.serde
import time:    275182 |     292867 |                                       polars.expr.meta
import time:    135205 |     135205 |                                       polars.expr.name
import time:     34477 |      34477 |                                       polars.expr.string
import time:     80740 |      80740 |                                       polars.expr.struct
import time:     16748 |      16748 |                                           polars._utils.polars_version
import time:    373931 |     390679 |                                         polars.meta.build
import time:     20888 |      20888 |                                         polars.meta.index_type
import time:     17945 |      17945 |                                         polars.meta.thread_pool
import time:     51304 |      51304 |                                         polars.meta.versions
import time:   1100630 |    1581444 |                                       polars.meta
import time:   2460558 |    4742663 |                                     polars.expr.expr
import time:     19941 |      19941 |                                     polars.expr.whenthen
import time:    469928 |    5232531 |                                   polars.expr
import time:    238038 |    5470569 |                                 polars.selectors
import time:     22735 |      22735 |                                 polars._utils.async_
import time:     44906 |      44906 |                                     polars.lazyframe.engine_config
import time:      1370 |       1370 |                                       concurrent.futures.thread
import time:     22327 |      22327 |                                       polars._utils.parquet
import time:     20005 |      20005 |                                       polars._utils.slice
import time:     87789 |      87789 |                                           polars.interchange.protocol
import time:    256617 |     344406 |                                         polars.interchange
import time:    233982 |     578387 |                                       polars.interchange.protocol
import time:     21419 |      21419 |                                       polars.lazyframe.group_by
import time:     24708 |      24708 |                                       polars.lazyframe.in_process
import time:     23627 |      23627 |                                       polars.lazyframe.opt_flags
import time:     26411 |      26411 |                                       polars.schema
import time:   3459768 |    4178020 |                                     polars.lazyframe.frame
import time:    683663 |    4906587 |                                   polars.lazyframe
import time:    365612 |    5272199 |                                 polars.lazyframe.opt_flags
import time:    660982 |   11426484 |                               polars.functions.lazy
import time:     19747 |      19747 |                               polars.functions.len
import time:     25510 |      25510 |                               polars.functions.lit
import time:     30986 |      30986 |                               polars.functions.random
import time:     17812 |      17812 |                                   polars.functions.range._utils
import time:    257220 |     275032 |                                 polars.functions.range.date_range
import time:     23411 |      23411 |                                 polars.functions.range.datetime_range
import time:     18921 |      18921 |                                 polars.functions.range.int_range
import time:     20866 |      20866 |                                 polars.functions.range.linear_space
import time:     27152 |      27152 |                                 polars.functions.range.time_range
import time:   1459342 |    1824723 |                               polars.functions.range
import time:     41952 |      41952 |                               polars.functions.repeat
import time:     42752 |      42752 |                               polars.functions.whenthen
import time:   4512720 |   25196405 |                             polars.functions
import time:     23305 |      23305 |                                 polars._utils.construction.utils
import time:    523865 |     547170 |                               polars._utils.construction.dataframe
import time:    114992 |     114992 |                               polars._utils.construction.other
import time:     23091 |      23091 |                               polars._utils.construction.series
import time:   1142998 |    1828249 |                             polars._utils.construction
import time:     21192 |      21192 |                             polars._utils.getitem
import time:     19184 |      19184 |                             polars._utils.pycapsule
import time:     19423 |      19423 |                             polars.dataframe._html
import time:     21839 |      21839 |                             polars.dataframe.group_by
import time:    165356 |     165356 |                             polars.dataframe.plotting
import time:   1981334 |   29252978 |                           polars.dataframe.frame
import time:    238771 |   29491749 |                         polars.dataframe
import time:     16648 |      16648 |                             polars.datatype_expr.array
import time:    116204 |     116204 |                             polars.datatype_expr.list
import time:     20359 |      20359 |                             polars.datatype_expr.struct
import time:    842368 |     995579 |                           polars.datatype_expr.datatype_expr
import time:    384141 |    1379720 |                         polars.datatype_expr
import time:     22277 |      22277 |                             polars.datatypes._utils
import time:     35716 |      35716 |                               polars.series.utils
import time:    339446 |     375162 |                             polars.series.array
import time:     19239 |      19239 |                             polars.series.binary
import time:     22441 |      22441 |                             polars.series.categorical
import time:     23523 |      23523 |                             polars.series.datetime
import time:     20717 |      20717 |                             polars.series.list
import time:     24301 |      24301 |                             polars.series.plotting
import time:     24597 |      24597 |                             polars.series.string
import time:     19484 |      19484 |                             polars.series.struct
import time:   2513694 |    3065431 |                           polars.series.series
import time:    230735 |    3296166 |                         polars.series
import time:    717545 |   34885178 |                       polars._reexport
import time:    227631 |   35112808 |                     polars.api
import time:     19221 |      19221 |                     polars.plugins
import time:     26719 |      26719 |                       polars.catalog
import time:     24352 |      24352 |                         polars.catalog.unity.models
import time:    257037 |     281389 |                       polars.catalog.unity.client
import time:    479126 |     787234 |                     polars.catalog.unity
import time:     23315 |      23315 |                     polars.config
import time:     31806 |      31806 |                       polars.convert.general
import time:     18635 |      18635 |                       polars.convert.normalize
import time:    547418 |     597858 |                     polars.convert
import time:     19951 |      19951 |                         polars.io._utils
import time:    209037 |     228988 |                       polars.io.avro
import time:     16871 |      16871 |                               polars.io.csv._utils
import time:    253641 |     270512 |                             polars.io.csv.batched_reader
import time:     20668 |      20668 |                                           polars._utils.logging
import time:    124657 |     124657 |                                           polars.io.cloud._utils
import time:    518521 |     663845 |                                         polars.io.cloud.credential_provider._providers
import time:    382387 |    1046231 |                                       polars.io.cloud.credential_provider
import time:    351349 |    1397580 |                                     polars.io.cloud.credential_provider._providers
import time:    305728 |    1703308 |                                   polars.io.cloud
import time:    202179 |    1905486 |                                 polars.io.cloud.credential_provider
import time:     19017 |      19017 |                                 polars._utils.cache
import time:    487991 |    2412493 |                               polars.io.cloud.credential_provider._builder
import time:    365489 |    2777981 |                             polars.io.csv.functions
import time:    509881 |    3558373 |                           polars.io.csv
import time:    296163 |    3854536 |                         polars.io.csv.functions
import time:    274156 |    4128692 |                       polars.io.clipboard
import time:     24807 |      24807 |                             polars.io.database._utils
import time:    292756 |     317563 |                           polars.io.database._cursor_proxies
import time:     18321 |      18321 |                             polars.io.database._arrow_registry
import time:     20909 |      20909 |                             polars.io.database._inference
import time:    479288 |     518517 |                           polars.io.database._executor
import time:    497862 |    1333941 |                         polars.io.database.functions
import time:    299984 |    1633925 |                       polars.io.database
import time:     25058 |      25058 |                           polars.io.parquet.field_overwrites
import time:     27286 |      27286 |                                 polars.io.scan_options.cast_options
import time:    265374 |     292660 |                               polars.io.scan_options
import time:    249053 |     541713 |                             polars.io.scan_options._options
import time:    292761 |     834473 |                           polars.io.parquet.functions
import time:    467820 |    1327351 |                         polars.io.parquet
import time:     16488 |      16488 |                               polars.io.pyarrow_dataset.anonymous_scan
import time:    279785 |     296272 |                             polars.io.pyarrow_dataset.functions
import time:    311652 |     607923 |                           polars.io.pyarrow_dataset
import time:    198610 |     806533 |                         polars.io.pyarrow_dataset.functions
import time:    445675 |    2579558 |                       polars.io.delta
import time:     16625 |      16625 |                             polars.io.iceberg._utils
import time:    218166 |     234790 |                           polars.io.iceberg.dataset
import time:    315575 |     550364 |                         polars.io.iceberg.functions
import time:    205451 |     755814 |                       polars.io.iceberg
import time:     29767 |      29767 |                         polars.io.ipc.functions
import time:    270585 |     300352 |                       polars.io.ipc
import time:     26220 |      26220 |                         polars.io.json.read
import time:    208408 |     234627 |                       polars.io.json
import time:     22650 |      22650 |                       polars.io.ndjson
import time:     88557 |      88557 |                       polars.io.partition
import time:     22387 |      22387 |                       polars.io.plugins
import time:     35284 |      35284 |                         polars.io.spreadsheet.functions
import time:    229460 |     264744 |                       polars.io.spreadsheet
import time:   2214296 |   12474586 |                     polars.io
import time:     31671 |      31671 |                       polars.sql.context
import time:     18903 |      18903 |                       polars.sql.functions
import time:    472849 |     523422 |                     polars.sql
import time:     20277 |      20277 |                     polars.string_cache
import time:   1888926 |   53174979 |                   polars
import time:    277051 |     277051 |                   xarray.computation.rolling
import time:     21244 |      21244 |                         linopy.config
import time:     31549 |      31549 |                         linopy.constants
import time:     20503 |      20503 |                         linopy.types
import time:    642279 |     715574 |                       linopy.common
import time:    226784 |     942358 |                     linopy.variables
import time:    206800 |    1149157 |                   linopy.constraints
import time:    652790 |   55253976 |                 linopy.expressions
import time:    275687 |   55529662 |               linopy.monkey_patch_xarray
import time:     32839 |      32839 |                   tqdm._monitor
import time:     25906 |      25906 |                   tqdm._tqdm_pandas
import time:     16401 |      16401 |                               colorama.ansi
import time:     21727 |      21727 |                                 colorama.win32
import time:    224014 |     245740 |                               colorama.winterm
import time:    420815 |     682955 |                             colorama.ansitowin32
import time:    296502 |     979456 |                           colorama.initialise
import time:    199812 |    1179268 |                         colorama
import time:    173922 |    1353189 |                       tqdm.utils
import time:    220640 |    1573828 |                     tqdm.std
import time:     26087 |      26087 |                       tqdm._dist_ver
import time:    285047 |     311134 |                     tqdm.version
import time:    395660 |    2280621 |                   tqdm.cli
import time:     20583 |      20583 |                   tqdm.gui
import time:    692208 |    3052156 |                 tqdm
import time:     19375 |      19375 |                   gurobipy
import time:     89397 |      89397 |                     highspy._core
import time:     26136 |      26136 |                     highspy.highs
import time:    454638 |     570170 |                   highspy
import time:     18894 |      18894 |                   pyscipopt
import time:     16548 |      16548 |                   cplex
import time:     19752 |      19752 |                   xpress
import time:     16276 |      16276 |                   mosek
import time:     22509 |      22509 |                   mindoptpy
import time:     19629 |      19629 |                   coptpy
import time:   1624921 |    2328070 |                 linopy.solvers
import time:     20491 |      20491 |                 linopy.objective
import time:    515842 |    5916557 |               linopy.io
import time:     16448 |      16448 |                 linopy.matrices
import time:     29463 |      29463 |                         urllib3.exceptions
import time:     14508 |      14508 |                                 urllib3.util.timeout
import time:    287448 |     301956 |                               urllib3.util.connection
import time:     16638 |      16638 |                                 urllib3.util.util
import time:     18816 |      18816 |                                 brotlicffi
import time:     20614 |      20614 |                                 brotli
import time:     64235 |      64235 |                                 compression
import time:     22592 |      22592 |                                 zstandard
import time:   1123330 |    1266222 |                               urllib3.util.request
import time:     97273 |      97273 |                               urllib3.util.response
import time:     24199 |      24199 |                               urllib3.util.retry
import time:     33105 |      33105 |                                 urllib3.util.url
import time:     17642 |      17642 |                                 urllib3.util.ssltransport
import time:    469320 |     520066 |                               urllib3.util.ssl_
import time:     22805 |      22805 |                               urllib3.util.wait
import time:   1429232 |    3661751 |                             urllib3.util
import time:    169074 |    3830824 |                           urllib3.util.connection
import time:    335895 |    4166718 |                         urllib3._base_connection
import time:     18288 |      18288 |                         urllib3._collections
import time:     20914 |      20914 |                         urllib3._version
import time:      5114 |       5114 |                                 mimetypes
import time:    206050 |     211164 |                               urllib3.fields
import time:    260366 |     471529 |                             urllib3.filepost
import time:     17583 |      17583 |                               brotlicffi
import time:     41057 |      41057 |                               brotli
import time:     26228 |      26228 |                                 urllib3.http2
import time:     31267 |      31267 |                                 urllib3.http2.probe
import time:    111845 |     111845 |                                 urllib3.util.ssl_match_hostname
import time:    770199 |     939539 |                               urllib3.connection
import time:     26530 |      26530 |                               compression
import time:     29426 |      29426 |                               zstandard
import time:   1079462 |    2133595 |                             urllib3.response
import time:    466912 |    3072035 |                           urllib3._request_methods
import time:     23188 |      23188 |                           urllib3.util.proxy
import time:    553344 |    3648566 |                         urllib3.connectionpool
import time:     25689 |      25689 |                         urllib3.poolmanager
import time:   1374054 |    9283690 |                       urllib3
import time:     32115 |      32115 |                           simplejson
import time:      7468 |       7468 |                           http.cookiejar
import time:      2977 |       2977 |                           http.cookies
import time:    761539 |     804098 |                         requests.compat
import time:    279141 |    1083238 |                       requests.exceptions
import time:     19580 |      19580 |                       chardet
import time:     22100 |      22100 |                             idna.idnadata
import time:     20485 |      20485 |                             idna.intranges
import time:    488145 |     530729 |                           idna.core
import time:     29891 |      29891 |                           idna.package_data
import time:    423588 |     984208 |                         idna
import time:    178557 |    1162765 |                       requests.packages
import time:     33354 |      33354 |                         requests.certs
import time:     21184 |      21184 |                         requests.__version__
import time:     19663 |      19663 |                         requests._internal_utils
import time:     19830 |      19830 |                         requests.cookies
import time:     36263 |      36263 |                         requests.structures
import time:   1145034 |    1275325 |                       requests.utils
import time:     14075 |      14075 |                             requests.auth
import time:     13229 |      13229 |                                 stringprep
import time:    250544 |     263773 |                               encodings.idna
import time:    154546 |     154546 |                               requests.hooks
import time:     19153 |      19153 |                               requests.status_codes
import time:    681701 |    1119172 |                             requests.models
import time:     22373 |      22373 |                               urllib3.contrib
import time:     19410 |      19410 |                               socks
import time:    511674 |     553456 |                             urllib3.contrib.socks
import time:    633489 |    2320191 |                           requests.adapters
import time:    254985 |    2575175 |                         requests.sessions
import time:    180561 |    2755735 |                       requests.api
import time:   1224806 |   16805136 |                     requests
import time:     32037 |      32037 |                       google
import time:    247098 |     279135 |                     google.cloud
import time:     28134 |      28134 |                       google.cloud.storage.version
import time:      1152 |       1152 |                         email.generator
import time:      1378 |       1378 |                           email.mime
import time:      3505 |       3505 |                                   email._header_value_parser
import time:    267756 |     271260 |                                 email.headerregistry
import time:      2073 |       2073 |                                 email.contentmanager
import time:    463159 |     736490 |                               email.policy
import time:    220163 |     956653 |                             email.mime.base
import time:    169880 |    1126533 |                           email.mime.nonmultipart
import time:    382292 |    1510201 |                         email.mime.application
import time:      1438 |       1438 |                         email.mime.multipart
import time:     31157 |      31157 |                             google.auth.version
import time:     24340 |      24340 |                               google.auth.environment_vars
import time:     20105 |      20105 |                               google.auth.exceptions
import time:     23761 |      23761 |                                 google.auth.transport
import time:     22021 |      22021 |                                 google.auth._helpers
import time:    516559 |     562340 |                               google.auth.transport._http_client
import time:    767027 |    1373811 |                             google.auth._default
import time:    431398 |    1836365 |                           google.auth
import time:     20382 |      20382 |                             google.auth.transport._mtls_helper
import time:     23038 |      23038 |                             google.oauth2
import time:     29512 |      29512 |                               google.auth._constants
import time:    137438 |     137438 |                                   google.auth.crypt.base
import time:     53326 |      53326 |                                         cryptography
import time:    630563 |     683889 |                                       cryptography.exceptions
import time:    678490 |    1362378 |                                     google.auth.crypt._cryptography_rsa
import time:    156548 |     156548 |                                           pyasn1
import time:    694695 |     851243 |                                         pyasn1.codec
import time:    266088 |    1117331 |                                       pyasn1.codec.der
import time:     21589 |      21589 |                                         pyasn1.codec.cer
import time:     24044 |      24044 |                                           pyasn1.error
import time:     18071 |      18071 |                                             pyasn1.type
import time:     20479 |      20479 |                                               pyasn1.codec.ber
import time:     35761 |      35761 |                                                     pyasn1.type.error
import time:    332427 |     368188 |                                                   pyasn1.type.constraint
import time:     16410 |      16410 |                                                   pyasn1.type.tag
import time:     21029 |      21029 |                                                   pyasn1.type.tagmap
import time:    899773 |    1305399 |                                                 pyasn1.type.base
import time:    263474 |    1568872 |                                               pyasn1.codec.ber.eoo
import time:     20894 |      20894 |                                               pyasn1.compat
import time:     42386 |      42386 |                                               pyasn1.compat.integer
import time:     20981 |      20981 |                                               pyasn1.type.namedtype
import time:     24713 |      24713 |                                               pyasn1.type.namedval
import time:   1656478 |    3354800 |                                             pyasn1.type.univ
import time:    551755 |    3924626 |                                           pyasn1.codec.streaming
import time:     20396 |      20396 |                                             pyasn1.debug
import time:     21780 |      21780 |                                             pyasn1.type.char
import time:     26639 |      26639 |                                             pyasn1.type.useful
import time:    781050 |     849864 |                                           pyasn1.codec.ber.decoder
import time:    930879 |    5729411 |                                         pyasn1.codec.cer.decoder
import time:    550324 |    6301323 |                                       pyasn1.codec.der.decoder
import time:     68560 |      68560 |                                       pyasn1_modules
import time:     58112 |      58112 |                                       pyasn1_modules.pem
import time:     21426 |      21426 |                                         pyasn1.type.opentype
import time:    381271 |     402697 |                                       pyasn1_modules.rfc2459
import time:     29206 |      29206 |                                         pyasn1_modules.rfc2251
import time:    264783 |     293989 |                                       pyasn1_modules.rfc5208
import time:     18579 |      18579 |                                             rsa.common
import time:     24043 |      24043 |                                               rsa.transform
import time:    400423 |     424466 |                                             rsa.randnum
import time:    552518 |     995562 |                                           rsa.prime
import time:     38891 |      38891 |                                           rsa.pem
import time:     18148 |      18148 |                                           rsa.core
import time:    798126 |    1850726 |                                         rsa.key
import time:     18837 |      18837 |                                         rsa.pkcs1
import time:    492588 |    2362150 |                                       rsa
import time:   1726817 |   12330975 |                                     google.auth.crypt._python_rsa
import time:   1075069 |   14768421 |                                   google.auth.crypt.rsa
import time:    106052 |     106052 |                                     cryptography
import time:    378706 |     484758 |                                   google.auth.crypt.es256
import time:   1054586 |   16445201 |                                 google.auth.crypt
import time:    282205 |   16727405 |                               google.auth._service_account_info
import time:     21151 |      21151 |                                 google.auth.metrics
import time:     27528 |      27528 |                                 google.auth._credentials_base
import time:     22238 |      22238 |                                 google.auth._refresh_worker
import time:    926455 |     997370 |                               google.auth.credentials
import time:     23325 |      23325 |                                 google.auth._exponential_backoff
import time:    279602 |     302926 |                               google.auth.iam
import time:     30505 |      30505 |                                   cachetools.keys
import time:    269011 |     299516 |                                 cachetools
import time:    262245 |     561760 |                               google.auth.jwt
import time:     24965 |      24965 |                               google.oauth2._client
import time:   1961204 |   20605140 |                             google.oauth2.service_account
import time:   1224808 |   21873367 |                           google.auth.transport.requests
import time:     24329 |      24329 |                           google.protobuf
import time:     24969 |      24969 |                               google.protobuf.internal
import time:      2653 |       2653 |                                 google.protobuf.internal._api_implementation
import time:     30759 |      30759 |                                 google.protobuf.message
